Date,Open,High,Low,Close,Adj Close,Volume
2024-03-25,172.89999389648438,182.8000030517578,172.0,178.6300048828125,178.6300048828125,71935300
2024-03-26,179.5399932861328,182.60000610351562,176.3300018310547,177.8699951171875,177.8699951171875,65322400
2024-03-27,179.9600067138672,181.22999572753906,175.39999389648438,179.58999633789062,179.58999633789062,55685600
2024-03-28,179.47000122070312,183.39999389648438,178.3000030517578,180.49000549316406,180.49000549316406,57628600
2024-04-01,180.10000610351562,187.24000549316406,179.89999389648438,183.33999633789062,183.33999633789062,74299900
2024-04-02,179.47000122070312,180.10000610351562,174.8300018310547,178.6999969482422,178.6999969482422,61598800
2024-04-03,177.5399932861328,182.0500030517578,176.6999969482422,180.77000427246094,180.77000427246094,49835100
2024-04-04,182.9199981689453,183.02000427246094,165.64999389648438,165.8300018310547,165.8300018310547,88280000
2024-04-05,168.10000610351562,172.69000244140625,165.5800018310547,170.4199981689453,170.4199981689453,66025200
2024-04-08,168.1999969482422,171.66000366210938,166.82000732421875,169.89999389648438,169.89999389648438,43997500
2024-04-09,170.2100067138672,171.60000610351562,167.2899932861328,170.77999877929688,170.77999877929688,42928000
2024-04-10,166.7100067138672,169.77999877929688,164.0,167.13999938964844,167.13999938964844,59600000
2024-04-11,167.5500030517578,170.9499969482422,166.5500030517578,170.5,170.5,48994500
2024-04-12,164.52999877929688,165.6999969482422,161.82000732421875,163.27999877929688,163.27999877929688,63334200
2024-04-15,164.42999267578125,164.44000244140625,158.75999450683594,160.32000732421875,160.32000732421875,61461200
2024-04-16,162.27999877929688,164.8800048828125,161.6699981689453,163.4600067138672,163.4600067138672,55302100
2024-04-17,163.97000122070312,164.4499969482422,153.8800048828125,154.02000427246094,154.02000427246094,75909000
2024-04-18,155.50999450683594,156.9600067138672,152.32000732421875,155.0800018310547,155.0800018310547,52669800
2024-04-19,151.58999633789062,154.25,145.2899932861328,146.63999938964844,146.63999938964844,71232500
